codibge;ano;sexo;Idade;obito
3509809;2024;Homens;15 a 19;0
3509809;2024;Homens;20 a 24;0
3509809;2024;Homens;25 a 29;2
3509809;2024;Homens;30 a 34;0
3509809;2024;Homens;35 a 39;0
3509809;2024;Homens;40 a 44;0
3509809;2024;Homens;45 a 49;1
3509809;2024;Homens;50 a 54;1
3509809;2024;Homens;55 a 59;5
3509809;2024;Homens;60 a 64;3
3509809;2024;Homens;65 a 69;4
3509809;2024;Homens;70 a 74;4
3509809;2024;Homens;75 a 79;3
3509809;2024;Homens;80 a 84;5
3509809;2024;Homens;85 a 89;1
3509809;2024;Homens;90 e mais;2
3509809;2024;Homens;Idade Ignorada;0
3509908;2024;Homens;00 a 04;3
3509908;2024;Homens;05 a 09;0
3509908;2024;Homens;10 a 14;1
3509908;2024;Homens;15 a 19;0
3509908;2024;Homens;20 a 24;0
3509908;2024;Homens;25 a 29;0
3509908;2024;Homens;30 a 34;1
3509908;2024;Homens;35 a 39;1
3509908;2024;Homens;40 a 44;3
3509908;2024;Homens;45 a 49;3
3509908;2024;Homens;50 a 54;2
3509908;2024;Homens;55 a 59;7
3509908;2024;Homens;60 a 64;7
3509908;2024;Homens;65 a 69;6
3509908;2024;Homens;70 a 74;8
3509908;2024;Homens;75 a 79;6
3509908;2024;Homens;80 a 84;7
3509908;2024;Homens;85 a 89;6
3509908;2024;Homens;90 e mais;2
3509908;2024;Homens;Idade Ignorada;0
3509957;2024;Homens;00 a 04;0
3509957;2024;Homens;05 a 09;0
3509957;2024;Homens;10 a 14;0
3509957;2024;Homens;15 a 19;0
3509957;2024;Homens;20 a 24;1
3509957;2024;Homens;25 a 29;1
3509957;2024;Homens;30 a 34;2
3509957;2024;Homens;35 a 39;0
3509957;2024;Homens;40 a 44;0
3509957;2024;Homens;45 a 49;1
3509957;2024;Homens;50 a 54;3
3509957;2024;Homens;55 a 59;5
3509957;2024;Homens;60 a 64;3
3509957;2024;Homens;65 a 69;3
3509957;2024;Homens;70 a 74;1
3509957;2024;Homens;75 a 79;0
3509957;2024;Homens;80 a 84;2
3509957;2024;Homens;85 a 89;0
3509957;2024;Homens;90 e mais;1
3509957;2024;Homens;Idade Ignorada;0
3510005;2024;Homens;00 a 04;1
3510005;2024;Homens;05 a 09;1
3510005;2024;Homens;10 a 14;0
3510005;2024;Homens;15 a 19;0
3510005;2024;Homens;20 a 24;1
3510005;2024;Homens;25 a 29;0
3510005;2024;Homens;30 a 34;6
3510005;2024;Homens;35 a 39;3
3510005;2024;Homens;40 a 44;3
3510005;2024;Homens;45 a 49;4
3510005;2024;Homens;50 a 54;5
3510005;2024;Homens;55 a 59;6
3510005;2024;Homens;60 a 64;14
3510005;2024;Homens;65 a 69;17
3510005;2024;Homens;70 a 74;16
3510005;2024;Homens;75 a 79;18
3510005;2024;Homens;80 a 84;18
3510005;2024;Homens;85 a 89;15
3510005;2024;Homens;90 e mais;14
3510005;2024;Homens;Idade Ignorada;0
3510104;2024;Homens;00 a 04;1
3510104;2024;Homens;05 a 09;0
3510104;2024;Homens;10 a 14;0
3510104;2024;Homens;15 a 19;0
3510104;2024;Homens;20 a 24;0
3510104;2024;Homens;25 a 29;0
3510104;2024;Homens;30 a 34;1
3510104;2024;Homens;35 a 39;1
3510104;2024;Homens;40 a 44;2
3510104;2024;Homens;45 a 49;0
3510104;2024;Homens;50 a 54;2
3510104;2024;Homens;55 a 59;0
3510104;2024;Homens;60 a 64;1
3510104;2024;Homens;65 a 69;0
3510104;2024;Homens;70 a 74;4
3510104;2024;Homens;75 a 79;1
3510104;2024;Homens;80 a 84;1
3510104;2024;Homens;85 a 89;1
3510104;2024;Homens;90 e mais;3
3510104;2024;Homens;Idade Ignorada;0
3510153;2024;Homens;00 a 04;0
3510153;2024;Homens;05 a 09;0
3510153;2024;Homens;10 a 14;1
3510153;2024;Homens;15 a 19;0
3510153;2024;Homens;20 a 24;0
3510153;2024;Homens;25 a 29;0
3510153;2024;Homens;30 a 34;0
3510153;2024;Homens;35 a 39;0
3510153;2024;Homens;40 a 44;3
3510153;2024;Homens;45 a 49;0
3510153;2024;Homens;50 a 54;1
3510153;2024;Homens;55 a 59;3
3510153;2024;Homens;60 a 64;0
3510153;2024;Homens;65 a 69;5
3510153;2024;Homens;70 a 74;2
3510153;2024;Homens;75 a 79;0
3510153;2024;Homens;80 a 84;0
3510153;2024;Homens;85 a 89;2
3510153;2024;Homens;90 e mais;1
3510153;2024;Homens;Idade Ignorada;0
3510203;2024;Homens;00 a 04;1
3510203;2024;Homens;05 a 09;1
3510203;2024;Homens;10 a 14;0
3510203;2024;Homens;15 a 19;2
3510203;2024;Homens;20 a 24;5
3510203;2024;Homens;25 a 29;8
3510203;2024;Homens;30 a 34;8
3510203;2024;Homens;35 a 39;7
3510203;2024;Homens;40 a 44;6
3510203;2024;Homens;45 a 49;9
3510203;2024;Homens;50 a 54;14
3510203;2024;Homens;55 a 59;14
3510203;2024;Homens;60 a 64;20
3510203;2024;Homens;65 a 69;24
3510203;2024;Homens;70 a 74;27
3510203;2024;Homens;75 a 79;22
3510203;2024;Homens;80 a 84;25
3510203;2024;Homens;85 a 89;18
3510203;2024;Homens;90 e mais;8
3510203;2024;Homens;Idade Ignorada;0
3510302;2024;Homens;00 a 04;1
3510302;2024;Homens;05 a 09;0
3510302;2024;Homens;10 a 14;1
3510302;2024;Homens;15 a 19;0
3510302;2024;Homens;20 a 24;1
3510302;2024;Homens;25 a 29;0
3510302;2024;Homens;30 a 34;1
3510302;2024;Homens;35 a 39;3
3510302;2024;Homens;40 a 44;2
3510302;2024;Homens;45 a 49;3
3510302;2024;Homens;50 a 54;9
3510302;2024;Homens;55 a 59;7
3510302;2024;Homens;60 a 64;7
3510302;2024;Homens;65 a 69;10
3510302;2024;Homens;70 a 74;12
3510302;2024;Homens;75 a 79;13
3510302;2024;Homens;80 a 84;6
3510302;2024;Homens;85 a 89;5
3510302;2024;Homens;90 e mais;1
3510302;2024;Homens;Idade Ignorada;0
3510401;2024;Homens;00 a 04;7
3510401;2024;Homens;05 a 09;0
3510401;2024;Homens;10 a 14;0
3510401;2024;Homens;15 a 19;3
3510401;2024;Homens;20 a 24;4
3510401;2024;Homens;25 a 29;2
3510401;2024;Homens;30 a 34;2
3510401;2024;Homens;35 a 39;4
3510401;2024;Homens;40 a 44;9
3510401;2024;Homens;45 a 49;9
3510401;2024;Homens;50 a 54;20
3510401;2024;Homens;55 a 59;20
3510401;2024;Homens;60 a 64;23
3510401;2024;Homens;65 a 69;25
3510401;2024;Homens;70 a 74;30
3510401;2024;Homens;75 a 79;19
3510401;2024;Homens;80 a 84;27
3510401;2024;Homens;85 a 89;22
3510401;2024;Homens;90 e mais;8
3510401;2024;Homens;Idade Ignorada;0
3510500;2024;Homens;00 a 04;15
3510500;2024;Homens;05 a 09;1
3510500;2024;Homens;10 a 14;1
3510500;2024;Homens;15 a 19;6
3510500;2024;Homens;20 a 24;14
3510500;2024;Homens;25 a 29;19
3510500;2024;Homens;30 a 34;14
3510500;2024;Homens;35 a 39;17
3510500;2024;Homens;40 a 44;26
3510500;2024;Homens;45 a 49;30
3510500;2024;Homens;50 a 54;31
3510500;2024;Homens;55 a 59;47
3510500;2024;Homens;60 a 64;61
3510500;2024;Homens;65 a 69;60
3510500;2024;Homens;70 a 74;63
3510500;2024;Homens;75 a 79;87
3510500;2024;Homens;80 a 84;62
3510500;2024;Homens;85 a 89;46
3510500;2024;Homens;90 e mais;29
3510500;2024;Homens;Idade Ignorada;0
3510609;2024;Homens;00 a 04;30
3510609;2024;Homens;05 a 09;2
3510609;2024;Homens;10 a 14;3
3510609;2024;Homens;15 a 19;13
3510609;2024;Homens;20 a 24;17
3510609;2024;Homens;25 a 29;27
3510609;2024;Homens;30 a 34;28
3510609;2024;Homens;35 a 39;42
3510609;2024;Homens;40 a 44;50
3510609;2024;Homens;45 a 49;74
3510609;2024;Homens;50 a 54;82
3510609;2024;Homens;55 a 59;128
3510609;2024;Homens;60 a 64;99
3510609;2024;Homens;65 a 69;125
3510609;2024;Homens;70 a 74;157
3510609;2024;Homens;75 a 79;137
3510609;2024;Homens;80 a 84;92
3510609;2024;Homens;85 a 89;59
3510609;2024;Homens;90 e mais;43
3510609;2024;Homens;Idade Ignorada;0
3510708;2024;Homens;00 a 04;0
3510708;2024;Homens;05 a 09;0
3510708;2024;Homens;10 a 14;0
3510708;2024;Homens;15 a 19;0
3510708;2024;Homens;20 a 24;1
3510708;2024;Homens;25 a 29;0
3510708;2024;Homens;30 a 34;2
3510708;2024;Homens;35 a 39;1
3510708;2024;Homens;40 a 44;2
3510708;2024;Homens;45 a 49;2
3510708;2024;Homens;50 a 54;4
3510708;2024;Homens;55 a 59;4
3510708;2024;Homens;60 a 64;4
3510708;2024;Homens;65 a 69;4
3510708;2024;Homens;70 a 74;8
3510708;2024;Homens;75 a 79;12
3510708;2024;Homens;80 a 84;7
3510708;2024;Homens;85 a 89;4
3510708;2024;Homens;90 e mais;4
3510708;2024;Homens;Idade Ignorada;0
3510807;2024;Homens;00 a 04;2
3510807;2024;Homens;05 a 09;0
3510807;2024;Homens;10 a 14;0
3510807;2024;Homens;15 a 19;0
3510807;2024;Homens;20 a 24;2
3510807;2024;Homens;25 a 29;0
3510807;2024;Homens;30 a 34;3
3510807;2024;Homens;35 a 39;3
3510807;2024;Homens;40 a 44;1
3510807;2024;Homens;45 a 49;1
3510807;2024;Homens;50 a 54;8
3510807;2024;Homens;55 a 59;6
3510807;2024;Homens;60 a 64;20
3510807;2024;Homens;65 a 69;21
3510807;2024;Homens;70 a 74;21
3510807;2024;Homens;75 a 79;28
3510807;2024;Homens;80 a 84;16
3510807;2024;Homens;85 a 89;12
3510807;2024;Homens;90 e mais;9
3510807;2024;Homens;Idade Ignorada;0
3510906;2024;Homens;00 a 04;0
3510906;2024;Homens;05 a 09;0
3510906;2024;Homens;10 a 14;0
3510906;2024;Homens;15 a 19;1
3510906;2024;Homens;20 a 24;0
3510906;2024;Homens;25 a 29;0
3510906;2024;Homens;30 a 34;0
3510906;2024;Homens;35 a 39;0
3510906;2024;Homens;40 a 44;0
3510906;2024;Homens;45 a 49;0
3510906;2024;Homens;50 a 54;1
3510906;2024;Homens;55 a 59;2
3510906;2024;Homens;60 a 64;3
3510906;2024;Homens;65 a 69;2
3510906;2024;Homens;70 a 74;1
3510906;2024;Homens;75 a 79;1
3510906;2024;Homens;80 a 84;3
3510906;2024;Homens;85 a 89;4
3510906;2024;Homens;90 e mais;2
3510906;2024;Homens;Idade Ignorada;0
3511003;2024;Homens;00 a 04;0
3511003;2024;Homens;05 a 09;0
3511003;2024;Homens;10 a 14;0
3511003;2024;Homens;15 a 19;0
3511003;2024;Homens;20 a 24;0
3511003;2024;Homens;25 a 29;2
3511003;2024;Homens;30 a 34;1
3511003;2024;Homens;35 a 39;0
3511003;2024;Homens;40 a 44;1
3511003;2024;Homens;45 a 49;4
3511003;2024;Homens;50 a 54;4
3511003;2024;Homens;55 a 59;5
3511003;2024;Homens;60 a 64;8
3511003;2024;Homens;65 a 69;16
3511003;2024;Homens;70 a 74;15
3511003;2024;Homens;75 a 79;15
3511003;2024;Homens;80 a 84;5
3511003;2024;Homens;85 a 89;6
3511003;2024;Homens;90 e mais;6
3511003;2024;Homens;Idade Ignorada;0
3511102;2024;Homens;00 a 04;6
3511102;2024;Homens;05 a 09;0
3511102;2024;Homens;10 a 14;0
3511102;2024;Homens;15 a 19;1
3511102;2024;Homens;20 a 24;2
3511102;2024;Homens;25 a 29;2
3511102;2024;Homens;30 a 34;5
3511102;2024;Homens;35 a 39;8
3511102;2024;Homens;40 a 44;16
3511102;2024;Homens;45 a 49;13
3511102;2024;Homens;50 a 54;35
3511102;2024;Homens;55 a 59;51
3511102;2024;Homens;60 a 64;65
3511102;2024;Homens;65 a 69;66
3511102;2024;Homens;70 a 74;80
3511102;2024;Homens;75 a 79;80
3511102;2024;Homens;80 a 84;51
3511102;2024;Homens;85 a 89;59
3511102;2024;Homens;90 e mais;51
3511102;2024;Homens;Idade Ignorada;0
3511201;2024;Homens;00 a 04;0
3511201;2024;Homens;05 a 09;0
3511201;2024;Homens;10 a 14;0
3511201;2024;Homens;15 a 19;0
3511201;2024;Homens;20 a 24;0
3511201;2024;Homens;25 a 29;0
3511201;2024;Homens;30 a 34;2
3511201;2024;Homens;35 a 39;1
3511201;2024;Homens;40 a 44;2
3511201;2024;Homens;45 a 49;1
3511201;2024;Homens;50 a 54;1
3511201;2024;Homens;55 a 59;2
3511201;2024;Homens;60 a 64;2
3511201;2024;Homens;65 a 69;9
3511201;2024;Homens;70 a 74;9
3511201;2024;Homens;75 a 79;4
3511201;2024;Homens;80 a 84;2
3511201;2024;Homens;85 a 89;4
3511201;2024;Homens;90 e mais;1
3511201;2024;Homens;Idade Ignorada;0
3511300;2024;Homens;00 a 04;1
3511300;2024;Homens;05 a 09;0
3511300;2024;Homens;10 a 14;0
3511300;2024;Homens;15 a 19;0
3511300;2024;Homens;20 a 24;0
3511300;2024;Homens;25 a 29;1
3511300;2024;Homens;30 a 34;0
3511300;2024;Homens;35 a 39;1
3511300;2024;Homens;40 a 44;2
3511300;2024;Homens;45 a 49;1
3511300;2024;Homens;50 a 54;2
3511300;2024;Homens;55 a 59;3
3511300;2024;Homens;60 a 64;1
3511300;2024;Homens;65 a 69;5
3511300;2024;Homens;70 a 74;3
3511300;2024;Homens;75 a 79;8
3511300;2024;Homens;80 a 84;9
3511300;2024;Homens;85 a 89;3
3511300;2024;Homens;90 e mais;7
3511300;2024;Homens;Idade Ignorada;0
3511409;2024;Homens;00 a 04;1
3511409;2024;Homens;05 a 09;0
3511409;2024;Homens;10 a 14;0
3511409;2024;Homens;15 a 19;2
3511409;2024;Homens;20 a 24;2
3511409;2024;Homens;25 a 29;2
3511409;2024;Homens;30 a 34;1
3511409;2024;Homens;35 a 39;2
3511409;2024;Homens;40 a 44;5
3511409;2024;Homens;45 a 49;3
3511409;2024;Homens;50 a 54;3
3511409;2024;Homens;55 a 59;5
3511409;2024;Homens;60 a 64;7
3511409;2024;Homens;65 a 69;3
3511409;2024;Homens;70 a 74;13
3511409;2024;Homens;75 a 79;9
3511409;2024;Homens;80 a 84;7
3511409;2024;Homens;85 a 89;7
3511409;2024;Homens;90 e mais;9
3511409;2024;Homens;Idade Ignorada;0
3511508;2024;Homens;00 a 04;3
3511508;2024;Homens;05 a 09;0
3511508;2024;Homens;10 a 14;0
3511508;2024;Homens;15 a 19;2
3511508;2024;Homens;20 a 24;2
3511508;2024;Homens;25 a 29;3
3511508;2024;Homens;30 a 34;3
3511508;2024;Homens;35 a 39;6
3511508;2024;Homens;40 a 44;3
3511508;2024;Homens;45 a 49;7
3511508;2024;Homens;50 a 54;2
3511508;2024;Homens;55 a 59;11
3511508;2024;Homens;60 a 64;13
3511508;2024;Homens;65 a 69;17
3511508;2024;Homens;70 a 74;24
3511508;2024;Homens;75 a 79;22
3511508;2024;Homens;80 a 84;25
3511508;2024;Homens;85 a 89;15
3511508;2024;Homens;90 e mais;11
3511508;2024;Homens;Idade Ignorada;0
3511607;2024;Homens;00 a 04;3
3511607;2024;Homens;05 a 09;0
3511607;2024;Homens;10 a 14;0
3511607;2024;Homens;15 a 19;1
3511607;2024;Homens;20 a 24;2
3511607;2024;Homens;25 a 29;2
3511607;2024;Homens;30 a 34;1
3511607;2024;Homens;35 a 39;5
3511607;2024;Homens;40 a 44;2
3511607;2024;Homens;45 a 49;3
3511607;2024;Homens;50 a 54;7
3511607;2024;Homens;55 a 59;5
3511607;2024;Homens;60 a 64;6
3511607;2024;Homens;65 a 69;10
3511607;2024;Homens;70 a 74;9
3511607;2024;Homens;75 a 79;12
3511607;2024;Homens;80 a 84;10
3511607;2024;Homens;85 a 89;7
3511607;2024;Homens;90 e mais;8
3511607;2024;Homens;Idade Ignorada;0
3511706;2024;Homens;00 a 04;0
3511706;2024;Homens;05 a 09;1
3511706;2024;Homens;10 a 14;0
3511706;2024;Homens;15 a 19;0
3511706;2024;Homens;20 a 24;0
3511706;2024;Homens;25 a 29;2
3511706;2024;Homens;30 a 34;1
3511706;2024;Homens;35 a 39;2
3511706;2024;Homens;40 a 44;3
3511706;2024;Homens;45 a 49;3
3511706;2024;Homens;50 a 54;5
3511706;2024;Homens;55 a 59;7
3511706;2024;Homens;60 a 64;5
3511706;2024;Homens;65 a 69;9
3511706;2024;Homens;70 a 74;5
3511706;2024;Homens;75 a 79;7
3511706;2024;Homens;80 a 84;9
3511706;2024;Homens;85 a 89;6
3511706;2024;Homens;90 e mais;4
3511706;2024;Homens;Idade Ignorada;0
3511904;2024;Homens;00 a 04;0
3511904;2024;Homens;05 a 09;0
3511904;2024;Homens;10 a 14;0
3511904;2024;Homens;15 a 19;0
3511904;2024;Homens;20 a 24;0
3511904;2024;Homens;25 a 29;1
3511904;2024;Homens;30 a 34;1
3511904;2024;Homens;35 a 39;2
3511904;2024;Homens;40 a 44;0
3511904;2024;Homens;45 a 49;1
3511904;2024;Homens;50 a 54;2
3511904;2024;Homens;55 a 59;5
3511904;2024;Homens;60 a 64;2
3511904;2024;Homens;65 a 69;5
3511904;2024;Homens;70 a 74;4
3511904;2024;Homens;75 a 79;4
3511904;2024;Homens;80 a 84;5
3511904;2024;Homens;85 a 89;5
3511904;2024;Homens;90 e mais;2
3511904;2024;Homens;Idade Ignorada;0
3512001;2024;Homens;00 a 04;0
3512001;2024;Homens;05 a 09;0
3512001;2024;Homens;10 a 14;0
3512001;2024;Homens;15 a 19;0
3512001;2024;Homens;20 a 24;3
3512001;2024;Homens;25 a 29;1
3512001;2024;Homens;30 a 34;3
3512001;2024;Homens;35 a 39;3
3512001;2024;Homens;40 a 44;3
3512001;2024;Homens;45 a 49;9
3512001;2024;Homens;50 a 54;2
3512001;2024;Homens;55 a 59;8
3512001;2024;Homens;60 a 64;10
3512001;2024;Homens;65 a 69;15
3512001;2024;Homens;70 a 74;8
3512001;2024;Homens;75 a 79;12
3512001;2024;Homens;80 a 84;12
3512001;2024;Homens;85 a 89;8
3512001;2024;Homens;90 e mais;10
3512001;2024;Homens;Idade Ignorada;0
3512100;2024;Homens;00 a 04;0
3512100;2024;Homens;05 a 09;0
3512100;2024;Homens;10 a 14;0
3512100;2024;Homens;15 a 19;0
3512100;2024;Homens;20 a 24;0
3512100;2024;Homens;25 a 29;0
3512100;2024;Homens;30 a 34;1
3512100;2024;Homens;35 a 39;0
3512100;2024;Homens;40 a 44;0
3512100;2024;Homens;45 a 49;3
3512100;2024;Homens;50 a 54;2
3512100;2024;Homens;55 a 59;2
3512100;2024;Homens;60 a 64;2
3512100;2024;Homens;65 a 69;3
3512100;2024;Homens;70 a 74;3
3512100;2024;Homens;75 a 79;3
3512100;2024;Homens;80 a 84;5
3512100;2024;Homens;85 a 89;2
3512100;2024;Homens;90 e mais;0
3512100;2024;Homens;Idade Ignorada;0
3512209;2024;Homens;00 a 04;0
3512209;2024;Homens;05 a 09;0
3512209;2024;Homens;10 a 14;0
3512209;2024;Homens;15 a 19;0
3512209;2024;Homens;20 a 24;0
3512209;2024;Homens;25 a 29;2
3512209;2024;Homens;30 a 34;6
3512209;2024;Homens;35 a 39;4
3512209;2024;Homens;40 a 44;7
3512209;2024;Homens;45 a 49;8
3512209;2024;Homens;50 a 54;7
3512209;2024;Homens;55 a 59;8
3512209;2024;Homens;60 a 64;8
3512209;2024;Homens;65 a 69;11
3512209;2024;Homens;70 a 74;19
3512209;2024;Homens;75 a 79;17
3512209;2024;Homens;80 a 84;10
3512209;2024;Homens;85 a 89;8
3512209;2024;Homens;90 e mais;8
3512209;2024;Homens;Idade Ignorada;0
3512308;2024;Homens;00 a 04;2
3512308;2024;Homens;05 a 09;0
3512308;2024;Homens;10 a 14;1
3512308;2024;Homens;15 a 19;3
3512308;2024;Homens;20 a 24;1
3512308;2024;Homens;25 a 29;0
3512308;2024;Homens;30 a 34;1
3512308;2024;Homens;35 a 39;2
3512308;2024;Homens;40 a 44;4
3512308;2024;Homens;45 a 49;4
3512308;2024;Homens;50 a 54;3
3512308;2024;Homens;55 a 59;6
3512308;2024;Homens;60 a 64;11
3512308;2024;Homens;65 a 69;8
3512308;2024;Homens;70 a 74;5
3512308;2024;Homens;75 a 79;10
3512308;2024;Homens;80 a 84;13
3512308;2024;Homens;85 a 89;7
3512308;2024;Homens;90 e mais;7
3512308;2024;Homens;Idade Ignorada;0
3512407;2024;Homens;00 a 04;0
3512407;2024;Homens;05 a 09;1
3512407;2024;Homens;10 a 14;0
3512407;2024;Homens;15 a 19;2
3512407;2024;Homens;20 a 24;1
3512407;2024;Homens;25 a 29;2
3512407;2024;Homens;30 a 34;3
3512407;2024;Homens;35 a 39;1
3512407;2024;Homens;40 a 44;3
3512407;2024;Homens;45 a 49;2
3512407;2024;Homens;50 a 54;9
3512407;2024;Homens;55 a 59;6
3512407;2024;Homens;60 a 64;7
3512407;2024;Homens;65 a 69;14
3512407;2024;Homens;70 a 74;9
3512407;2024;Homens;75 a 79;11
3512407;2024;Homens;80 a 84;13
3512407;2024;Homens;85 a 89;10
3512407;2024;Homens;90 e mais;10
3512407;2024;Homens;Idade Ignorada;0
3512605;2024;Homens;00 a 04;0
3512605;2024;Homens;05 a 09;0
3512605;2024;Homens;10 a 14;0
3512605;2024;Homens;15 a 19;1
3512605;2024;Homens;20 a 24;2
3512605;2024;Homens;25 a 29;0
3512605;2024;Homens;30 a 34;0
3512605;2024;Homens;35 a 39;1
3512605;2024;Homens;40 a 44;0
3512605;2024;Homens;45 a 49;0
3512605;2024;Homens;50 a 54;2
3512605;2024;Homens;55 a 59;3
3512605;2024;Homens;60 a 64;2
3512605;2024;Homens;65 a 69;2
3512605;2024;Homens;70 a 74;7
3512605;2024;Homens;75 a 79;6
3512605;2024;Homens;80 a 84;3
3512605;2024;Homens;85 a 89;1
3512605;2024;Homens;90 e mais;1
3512605;2024;Homens;Idade Ignorada;0
3512704;2024;Homens;00 a 04;0
3512704;2024;Homens;05 a 09;0
3512704;2024;Homens;10 a 14;0
3512704;2024;Homens;15 a 19;0
3512704;2024;Homens;20 a 24;0
3512704;2024;Homens;25 a 29;0
3512704;2024;Homens;30 a 34;0
3512704;2024;Homens;35 a 39;0
3512704;2024;Homens;40 a 44;0
3512704;2024;Homens;45 a 49;1
3512704;2024;Homens;50 a 54;0
3512704;2024;Homens;55 a 59;0
3512704;2024;Homens;60 a 64;1
3512704;2024;Homens;65 a 69;1
3512704;2024;Homens;70 a 74;2
3512704;2024;Homens;75 a 79;2
3512704;2024;Homens;80 a 84;5
3512704;2024;Homens;85 a 89;1
3512704;2024;Homens;90 e mais;0
3512704;2024;Homens;Idade Ignorada;0
3512803;2024;Homens;00 a 04;4
3512803;2024;Homens;05 a 09;0
3512803;2024;Homens;10 a 14;3
3512803;2024;Homens;15 a 19;0
3512803;2024;Homens;20 a 24;4
3512803;2024;Homens;25 a 29;5
3512803;2024;Homens;30 a 34;5
3512803;2024;Homens;35 a 39;5
3512803;2024;Homens;40 a 44;8
3512803;2024;Homens;45 a 49;10
3512803;2024;Homens;50 a 54;16
3512803;2024;Homens;55 a 59;19
3512803;2024;Homens;60 a 64;13
3512803;2024;Homens;65 a 69;27
3512803;2024;Homens;70 a 74;38
3512803;2024;Homens;75 a 79;23
3512803;2024;Homens;80 a 84;28
3512803;2024;Homens;85 a 89;22
3512803;2024;Homens;90 e mais;12
3512803;2024;Homens;Idade Ignorada;0
3513009;2024;Homens;00 a 04;28
3513009;2024;Homens;05 a 09;2
3513009;2024;Homens;10 a 14;3
3513009;2024;Homens;15 a 19;5
3513009;2024;Homens;20 a 24;11
3513009;2024;Homens;25 a 29;21
3513009;2024;Homens;30 a 34;16
3513009;2024;Homens;35 a 39;30
3513009;2024;Homens;40 a 44;34
3513009;2024;Homens;45 a 49;49
3513009;2024;Homens;50 a 54;52
3513009;2024;Homens;55 a 59;64
3513009;2024;Homens;60 a 64;74
3513009;2024;Homens;65 a 69;104
3513009;2024;Homens;70 a 74;96
3513009;2024;Homens;75 a 79;96
3513009;2024;Homens;80 a 84;85
3513009;2024;Homens;85 a 89;65
3513009;2024;Homens;90 e mais;48
3513009;2024;Homens;Idade Ignorada;0
3513108;2024;Homens;00 a 04;1
3513108;2024;Homens;05 a 09;0
3513108;2024;Homens;10 a 14;1
3513108;2024;Homens;15 a 19;0
3513108;2024;Homens;20 a 24;1
3513108;2024;Homens;25 a 29;2
3513108;2024;Homens;30 a 34;1
3513108;2024;Homens;35 a 39;2
3513108;2024;Homens;40 a 44;2
3513108;2024;Homens;45 a 49;8
3513108;2024;Homens;50 a 54;11
3513108;2024;Homens;55 a 59;20
3513108;2024;Homens;60 a 64;12
3513108;2024;Homens;65 a 69;19
3513108;2024;Homens;70 a 74;25
3513108;2024;Homens;75 a 79;20
3513108;2024;Homens;80 a 84;11
3513108;2024;Homens;85 a 89;15
3513108;2024;Homens;90 e mais;7
3513108;2024;Homens;Idade Ignorada;0
3513207;2024;Homens;00 a 04;1
3513207;2024;Homens;05 a 09;0
3513207;2024;Homens;10 a 14;0
3513207;2024;Homens;15 a 19;0
3513207;2024;Homens;20 a 24;1
3513207;2024;Homens;25 a 29;0
3513207;2024;Homens;30 a 34;0
3513207;2024;Homens;35 a 39;0
3513207;2024;Homens;40 a 44;0
3513207;2024;Homens;45 a 49;1
3513207;2024;Homens;50 a 54;2
3513207;2024;Homens;55 a 59;5
3513207;2024;Homens;60 a 64;2
3513207;2024;Homens;65 a 69;6
3513207;2024;Homens;70 a 74;5
3513207;2024;Homens;75 a 79;6
3513207;2024;Homens;80 a 84;5
3513207;2024;Homens;85 a 89;7
3513207;2024;Homens;90 e mais;2
3513207;2024;Homens;Idade Ignorada;0
3513405;2024;Homens;00 a 04;4
3513405;2024;Homens;05 a 09;0
3513405;2024;Homens;10 a 14;1
3513405;2024;Homens;15 a 19;6
3513405;2024;Homens;20 a 24;8
3513405;2024;Homens;25 a 29;9
3513405;2024;Homens;30 a 34;7
3513405;2024;Homens;35 a 39;15
3513405;2024;Homens;40 a 44;9
3513405;2024;Homens;45 a 49;16
3513405;2024;Homens;50 a 54;26
3513405;2024;Homens;55 a 59;29
3513405;2024;Homens;60 a 64;37
3513405;2024;Homens;65 a 69;38
3513405;2024;Homens;70 a 74;46
3513405;2024;Homens;75 a 79;35
3513405;2024;Homens;80 a 84;33
3513405;2024;Homens;85 a 89;28
3513405;2024;Homens;90 e mais;21
3513405;2024;Homens;Idade Ignorada;0
3513504;2024;Homens;00 a 04;5
3513504;2024;Homens;05 a 09;0
3513504;2024;Homens;10 a 14;2
3513504;2024;Homens;15 a 19;2
3513504;2024;Homens;20 a 24;10
3513504;2024;Homens;25 a 29;9
3513504;2024;Homens;30 a 34;12
3513504;2024;Homens;35 a 39;9
3513504;2024;Homens;40 a 44;16
3513504;2024;Homens;45 a 49;25
3513504;2024;Homens;50 a 54;36
3513504;2024;Homens;55 a 59;52
3513504;2024;Homens;60 a 64;51
3513504;2024;Homens;65 a 69;62
3513504;2024;Homens;70 a 74;66
3513504;2024;Homens;75 a 79;42
3513504;2024;Homens;80 a 84;46
3513504;2024;Homens;85 a 89;26
3513504;2024;Homens;90 e mais;18
3513504;2024;Homens;Idade Ignorada;0
3513603;2024;Homens;00 a 04;4
3513603;2024;Homens;05 a 09;0
3513603;2024;Homens;10 a 14;0
3513603;2024;Homens;15 a 19;0
3513603;2024;Homens;20 a 24;2
3513603;2024;Homens;25 a 29;3
3513603;2024;Homens;30 a 34;1
3513603;2024;Homens;35 a 39;4
3513603;2024;Homens;40 a 44;6
3513603;2024;Homens;45 a 49;4
3513603;2024;Homens;50 a 54;2
3513603;2024;Homens;55 a 59;10
3513603;2024;Homens;60 a 64;13
