codibge;ano;sexo;Idade;obito
3515608;2024;Mulheres;75 a 79;2
3515608;2024;Mulheres;80 a 84;5
3515608;2024;Mulheres;85 a 89;7
3515608;2024;Mulheres;90 e mais;6
3515608;2024;Mulheres;Idade Ignorada;0
3515707;2024;Mulheres;00 a 04;15
3515707;2024;Mulheres;05 a 09;1
3515707;2024;Mulheres;10 a 14;0
3515707;2024;Mulheres;15 a 19;5
3515707;2024;Mulheres;20 a 24;4
3515707;2024;Mulheres;25 a 29;4
3515707;2024;Mulheres;30 a 34;6
3515707;2024;Mulheres;35 a 39;8
3515707;2024;Mulheres;40 a 44;14
3515707;2024;Mulheres;45 a 49;17
3515707;2024;Mulheres;50 a 54;22
3515707;2024;Mulheres;55 a 59;39
3515707;2024;Mulheres;60 a 64;39
3515707;2024;Mulheres;65 a 69;55
3515707;2024;Mulheres;70 a 74;68
3515707;2024;Mulheres;75 a 79;57
3515707;2024;Mulheres;80 a 84;54
3515707;2024;Mulheres;85 a 89;44
3515707;2024;Mulheres;90 e mais;52
3515707;2024;Mulheres;Idade Ignorada;0
3516002;2024;Mulheres;00 a 04;0
3516002;2024;Mulheres;05 a 09;0
3516002;2024;Mulheres;10 a 14;0
3516002;2024;Mulheres;15 a 19;0
3516002;2024;Mulheres;20 a 24;0
3516002;2024;Mulheres;25 a 29;1
3516002;2024;Mulheres;30 a 34;1
3516002;2024;Mulheres;35 a 39;1
3516002;2024;Mulheres;40 a 44;2
3516002;2024;Mulheres;45 a 49;1
3516002;2024;Mulheres;50 a 54;1
3516002;2024;Mulheres;55 a 59;3
3516002;2024;Mulheres;60 a 64;5
3516002;2024;Mulheres;65 a 69;4
3516002;2024;Mulheres;70 a 74;3
3516002;2024;Mulheres;75 a 79;12
3516002;2024;Mulheres;80 a 84;7
3516002;2024;Mulheres;85 a 89;6
3516002;2024;Mulheres;90 e mais;3
3516002;2024;Mulheres;Idade Ignorada;0
3516101;2024;Mulheres;00 a 04;0
3516101;2024;Mulheres;05 a 09;0
3516101;2024;Mulheres;10 a 14;0
3516101;2024;Mulheres;15 a 19;0
3516101;2024;Mulheres;20 a 24;0
3516101;2024;Mulheres;25 a 29;1
3516101;2024;Mulheres;30 a 34;0
3516101;2024;Mulheres;35 a 39;0
3516101;2024;Mulheres;40 a 44;1
3516101;2024;Mulheres;45 a 49;0
3516101;2024;Mulheres;50 a 54;0
3516101;2024;Mulheres;55 a 59;0
3516101;2024;Mulheres;60 a 64;1
3516101;2024;Mulheres;65 a 69;3
3516101;2024;Mulheres;70 a 74;3
3516101;2024;Mulheres;75 a 79;2
3516101;2024;Mulheres;80 a 84;2
3516101;2024;Mulheres;85 a 89;0
3516101;2024;Mulheres;90 e mais;0
3516101;2024;Mulheres;Idade Ignorada;0
3516200;2024;Mulheres;00 a 04;14
3516200;2024;Mulheres;05 a 09;2
3516200;2024;Mulheres;10 a 14;3
3516200;2024;Mulheres;15 a 19;2
3516200;2024;Mulheres;20 a 24;7
3516200;2024;Mulheres;25 a 29;10
3516200;2024;Mulheres;30 a 34;14
3516200;2024;Mulheres;35 a 39;20
3516200;2024;Mulheres;40 a 44;23
3516200;2024;Mulheres;45 a 49;30
3516200;2024;Mulheres;50 a 54;43
3516200;2024;Mulheres;55 a 59;52
3516200;2024;Mulheres;60 a 64;97
3516200;2024;Mulheres;65 a 69;104
3516200;2024;Mulheres;70 a 74;141
3516200;2024;Mulheres;75 a 79;150
3516200;2024;Mulheres;80 a 84;159
3516200;2024;Mulheres;85 a 89;174
3516200;2024;Mulheres;90 e mais;161
3516200;2024;Mulheres;Idade Ignorada;0
3516309;2024;Mulheres;00 a 04;14
3516309;2024;Mulheres;05 a 09;0
3516309;2024;Mulheres;10 a 14;2
3516309;2024;Mulheres;15 a 19;8
3516309;2024;Mulheres;20 a 24;2
3516309;2024;Mulheres;25 a 29;6
3516309;2024;Mulheres;30 a 34;12
3516309;2024;Mulheres;35 a 39;16
3516309;2024;Mulheres;40 a 44;19
3516309;2024;Mulheres;45 a 49;21
3516309;2024;Mulheres;50 a 54;28
3516309;2024;Mulheres;55 a 59;36
3516309;2024;Mulheres;60 a 64;46
3516309;2024;Mulheres;65 a 69;68
3516309;2024;Mulheres;70 a 74;67
3516309;2024;Mulheres;75 a 79;50
3516309;2024;Mulheres;80 a 84;51
3516309;2024;Mulheres;85 a 89;31
3516309;2024;Mulheres;90 e mais;37
3516309;2024;Mulheres;Idade Ignorada;0
3516408;2024;Mulheres;00 a 04;8
3516408;2024;Mulheres;05 a 09;0
3516408;2024;Mulheres;10 a 14;2
3516408;2024;Mulheres;15 a 19;2
3516408;2024;Mulheres;20 a 24;6
3516408;2024;Mulheres;25 a 29;7
3516408;2024;Mulheres;30 a 34;3
3516408;2024;Mulheres;35 a 39;17
3516408;2024;Mulheres;40 a 44;11
3516408;2024;Mulheres;45 a 49;17
3516408;2024;Mulheres;50 a 54;18
3516408;2024;Mulheres;55 a 59;27
3516408;2024;Mulheres;60 a 64;35
3516408;2024;Mulheres;65 a 69;45
3516408;2024;Mulheres;70 a 74;57
3516408;2024;Mulheres;75 a 79;55
3516408;2024;Mulheres;80 a 84;56
3516408;2024;Mulheres;85 a 89;48
3516408;2024;Mulheres;90 e mais;42
3516408;2024;Mulheres;Idade Ignorada;3
3516507;2024;Mulheres;00 a 04;1
3516507;2024;Mulheres;05 a 09;0
3516507;2024;Mulheres;10 a 14;0
3516507;2024;Mulheres;15 a 19;0
3516507;2024;Mulheres;20 a 24;0
3516507;2024;Mulheres;25 a 29;0
3516507;2024;Mulheres;30 a 34;0
3516507;2024;Mulheres;35 a 39;0
3516507;2024;Mulheres;40 a 44;1
3516507;2024;Mulheres;45 a 49;0
3516507;2024;Mulheres;50 a 54;0
3516507;2024;Mulheres;55 a 59;0
3516507;2024;Mulheres;60 a 64;0
3516507;2024;Mulheres;65 a 69;2
3516507;2024;Mulheres;70 a 74;0
3516507;2024;Mulheres;75 a 79;0
3516507;2024;Mulheres;80 a 84;2
3516507;2024;Mulheres;85 a 89;1
3516507;2024;Mulheres;90 e mais;2
3516507;2024;Mulheres;Idade Ignorada;0
3516606;2024;Mulheres;00 a 04;0
3516606;2024;Mulheres;05 a 09;0
3516606;2024;Mulheres;10 a 14;0
3516606;2024;Mulheres;15 a 19;0
3516606;2024;Mulheres;20 a 24;0
3516606;2024;Mulheres;25 a 29;2
3516606;2024;Mulheres;30 a 34;0
3516606;2024;Mulheres;35 a 39;0
3516606;2024;Mulheres;40 a 44;0
3516606;2024;Mulheres;45 a 49;1
3516606;2024;Mulheres;50 a 54;0
3516606;2024;Mulheres;55 a 59;0
3516606;2024;Mulheres;60 a 64;0
3516606;2024;Mulheres;65 a 69;4
3516606;2024;Mulheres;70 a 74;2
3516606;2024;Mulheres;75 a 79;5
3516606;2024;Mulheres;80 a 84;7
3516606;2024;Mulheres;85 a 89;7
3516606;2024;Mulheres;90 e mais;3
3516606;2024;Mulheres;Idade Ignorada;0
3516705;2024;Mulheres;00 a 04;2
3516705;2024;Mulheres;05 a 09;0
3516705;2024;Mulheres;10 a 14;1
3516705;2024;Mulheres;15 a 19;1
3516705;2024;Mulheres;20 a 24;0
3516705;2024;Mulheres;25 a 29;1
3516705;2024;Mulheres;30 a 34;2
3516705;2024;Mulheres;35 a 39;3
3516705;2024;Mulheres;40 a 44;0
3516705;2024;Mulheres;45 a 49;7
3516705;2024;Mulheres;50 a 54;9
3516705;2024;Mulheres;55 a 59;11
3516705;2024;Mulheres;60 a 64;11
3516705;2024;Mulheres;65 a 69;17
3516705;2024;Mulheres;70 a 74;15
3516705;2024;Mulheres;75 a 79;28
3516705;2024;Mulheres;80 a 84;30
3516705;2024;Mulheres;85 a 89;25
3516705;2024;Mulheres;90 e mais;36
3516705;2024;Mulheres;Idade Ignorada;0
3516804;2024;Mulheres;00 a 04;0
3516804;2024;Mulheres;05 a 09;0
3516804;2024;Mulheres;10 a 14;0
3516804;2024;Mulheres;15 a 19;0
3516804;2024;Mulheres;20 a 24;0
3516804;2024;Mulheres;25 a 29;0
3516804;2024;Mulheres;30 a 34;0
3516804;2024;Mulheres;35 a 39;0
3516804;2024;Mulheres;40 a 44;0
3516804;2024;Mulheres;45 a 49;0
3516804;2024;Mulheres;50 a 54;0
3516804;2024;Mulheres;55 a 59;2
3516804;2024;Mulheres;60 a 64;2
3516804;2024;Mulheres;65 a 69;1
3516804;2024;Mulheres;70 a 74;0
3516804;2024;Mulheres;75 a 79;3
3516804;2024;Mulheres;80 a 84;4
3516804;2024;Mulheres;85 a 89;1
3516804;2024;Mulheres;90 e mais;0
3516804;2024;Mulheres;Idade Ignorada;0
3516853;2024;Mulheres;00 a 04;0
3516853;2024;Mulheres;05 a 09;0
3516853;2024;Mulheres;10 a 14;0
3516853;2024;Mulheres;15 a 19;0
3516853;2024;Mulheres;20 a 24;1
3516853;2024;Mulheres;25 a 29;0
3516853;2024;Mulheres;30 a 34;1
3516853;2024;Mulheres;35 a 39;2
3516853;2024;Mulheres;40 a 44;0
3516853;2024;Mulheres;45 a 49;0
3516853;2024;Mulheres;50 a 54;1
3516853;2024;Mulheres;55 a 59;2
3516853;2024;Mulheres;60 a 64;3
3516853;2024;Mulheres;65 a 69;2
3516853;2024;Mulheres;70 a 74;2
3516853;2024;Mulheres;75 a 79;2
3516853;2024;Mulheres;80 a 84;0
3516853;2024;Mulheres;85 a 89;2
3516853;2024;Mulheres;90 e mais;1
3516853;2024;Mulheres;Idade Ignorada;0
3516903;2024;Mulheres;00 a 04;0
3516903;2024;Mulheres;05 a 09;0
3516903;2024;Mulheres;10 a 14;0
3516903;2024;Mulheres;15 a 19;0
3516903;2024;Mulheres;20 a 24;0
3516903;2024;Mulheres;25 a 29;0
3516903;2024;Mulheres;30 a 34;0
3516903;2024;Mulheres;35 a 39;0
3516903;2024;Mulheres;40 a 44;1
3516903;2024;Mulheres;45 a 49;4
3516903;2024;Mulheres;50 a 54;1
3516903;2024;Mulheres;55 a 59;3
3516903;2024;Mulheres;60 a 64;3
3516903;2024;Mulheres;65 a 69;5
3516903;2024;Mulheres;70 a 74;10
3516903;2024;Mulheres;75 a 79;12
3516903;2024;Mulheres;80 a 84;6
3516903;2024;Mulheres;85 a 89;9
3516903;2024;Mulheres;90 e mais;9
3516903;2024;Mulheres;Idade Ignorada;0
3517000;2024;Mulheres;00 a 04;0
3517000;2024;Mulheres;05 a 09;1
3517000;2024;Mulheres;10 a 14;0
3517000;2024;Mulheres;15 a 19;0
3517000;2024;Mulheres;20 a 24;0
3517000;2024;Mulheres;25 a 29;0
3517000;2024;Mulheres;30 a 34;0
3517000;2024;Mulheres;35 a 39;0
3517000;2024;Mulheres;40 a 44;0
3517000;2024;Mulheres;45 a 49;0
3517000;2024;Mulheres;50 a 54;3
3517000;2024;Mulheres;55 a 59;5
3517000;2024;Mulheres;60 a 64;2
3517000;2024;Mulheres;65 a 69;6
3517000;2024;Mulheres;70 a 74;8
3517000;2024;Mulheres;75 a 79;4
3517000;2024;Mulheres;80 a 84;5
3517000;2024;Mulheres;85 a 89;7
3517000;2024;Mulheres;90 e mais;6
3517000;2024;Mulheres;Idade Ignorada;0
3517109;2024;Mulheres;00 a 04;0
3517109;2024;Mulheres;05 a 09;0
3517109;2024;Mulheres;10 a 14;0
3517109;2024;Mulheres;15 a 19;0
3517109;2024;Mulheres;20 a 24;0
3517109;2024;Mulheres;25 a 29;0
3517109;2024;Mulheres;30 a 34;0
3517109;2024;Mulheres;35 a 39;0
3517109;2024;Mulheres;40 a 44;0
3517109;2024;Mulheres;45 a 49;0
3517109;2024;Mulheres;50 a 54;0
3517109;2024;Mulheres;55 a 59;1
3517109;2024;Mulheres;60 a 64;0
3517109;2024;Mulheres;65 a 69;2
3517109;2024;Mulheres;70 a 74;1
3517109;2024;Mulheres;75 a 79;0
3517109;2024;Mulheres;80 a 84;5
3517109;2024;Mulheres;85 a 89;2
3517109;2024;Mulheres;90 e mais;6
3517109;2024;Mulheres;Idade Ignorada;0
3517208;2024;Mulheres;00 a 04;0
3517208;2024;Mulheres;05 a 09;0
3517208;2024;Mulheres;10 a 14;0
3517208;2024;Mulheres;15 a 19;0
3517208;2024;Mulheres;20 a 24;0
3517208;2024;Mulheres;25 a 29;1
3517208;2024;Mulheres;30 a 34;0
3517208;2024;Mulheres;35 a 39;2
3517208;2024;Mulheres;40 a 44;1
3517208;2024;Mulheres;45 a 49;1
3517208;2024;Mulheres;50 a 54;3
3517208;2024;Mulheres;55 a 59;1
3517208;2024;Mulheres;60 a 64;6
3517208;2024;Mulheres;65 a 69;6
3517208;2024;Mulheres;70 a 74;8
3517208;2024;Mulheres;75 a 79;3
3517208;2024;Mulheres;80 a 84;4
3517208;2024;Mulheres;85 a 89;4
3517208;2024;Mulheres;90 e mais;7
3517208;2024;Mulheres;Idade Ignorada;0
3517406;2024;Mulheres;00 a 04;0
3517406;2024;Mulheres;05 a 09;0
3517406;2024;Mulheres;10 a 14;0
3517406;2024;Mulheres;15 a 19;1
3517406;2024;Mulheres;20 a 24;0
3517406;2024;Mulheres;25 a 29;1
3517406;2024;Mulheres;30 a 34;3
3517406;2024;Mulheres;35 a 39;4
3517406;2024;Mulheres;40 a 44;1
3517406;2024;Mulheres;45 a 49;5
3517406;2024;Mulheres;50 a 54;9
3517406;2024;Mulheres;55 a 59;7
3517406;2024;Mulheres;60 a 64;15
3517406;2024;Mulheres;65 a 69;12
3517406;2024;Mulheres;70 a 74;21
3517406;2024;Mulheres;75 a 79;18
3517406;2024;Mulheres;80 a 84;21
3517406;2024;Mulheres;85 a 89;13
3517406;2024;Mulheres;90 e mais;17
3517406;2024;Mulheres;Idade Ignorada;0
3517505;2024;Mulheres;00 a 04;2
3517505;2024;Mulheres;05 a 09;0
3517505;2024;Mulheres;10 a 14;0
3517505;2024;Mulheres;15 a 19;0
3517505;2024;Mulheres;20 a 24;0
3517505;2024;Mulheres;25 a 29;1
3517505;2024;Mulheres;30 a 34;0
3517505;2024;Mulheres;35 a 39;1
3517505;2024;Mulheres;40 a 44;1
3517505;2024;Mulheres;45 a 49;1
3517505;2024;Mulheres;50 a 54;3
3517505;2024;Mulheres;55 a 59;5
3517505;2024;Mulheres;60 a 64;4
3517505;2024;Mulheres;65 a 69;6
3517505;2024;Mulheres;70 a 74;11
3517505;2024;Mulheres;75 a 79;9
3517505;2024;Mulheres;80 a 84;10
3517505;2024;Mulheres;85 a 89;6
3517505;2024;Mulheres;90 e mais;10
3517505;2024;Mulheres;Idade Ignorada;0
3517604;2024;Mulheres;00 a 04;1
3517604;2024;Mulheres;05 a 09;1
3517604;2024;Mulheres;10 a 14;0
3517604;2024;Mulheres;15 a 19;0
3517604;2024;Mulheres;20 a 24;1
3517604;2024;Mulheres;25 a 29;1
3517604;2024;Mulheres;30 a 34;1
3517604;2024;Mulheres;35 a 39;1
3517604;2024;Mulheres;40 a 44;3
3517604;2024;Mulheres;45 a 49;1
3517604;2024;Mulheres;50 a 54;1
3517604;2024;Mulheres;55 a 59;1
3517604;2024;Mulheres;60 a 64;4
3517604;2024;Mulheres;65 a 69;5
3517604;2024;Mulheres;70 a 74;9
3517604;2024;Mulheres;75 a 79;6
3517604;2024;Mulheres;80 a 84;8
3517604;2024;Mulheres;85 a 89;7
3517604;2024;Mulheres;90 e mais;12
3517604;2024;Mulheres;Idade Ignorada;0
3517703;2024;Mulheres;00 a 04;2
3517703;2024;Mulheres;05 a 09;0
3517703;2024;Mulheres;10 a 14;0
3517703;2024;Mulheres;15 a 19;0
3517703;2024;Mulheres;20 a 24;0
3517703;2024;Mulheres;25 a 29;0
3517703;2024;Mulheres;30 a 34;0
3517703;2024;Mulheres;35 a 39;1
3517703;2024;Mulheres;40 a 44;3
3517703;2024;Mulheres;45 a 49;2
3517703;2024;Mulheres;50 a 54;3
3517703;2024;Mulheres;55 a 59;5
3517703;2024;Mulheres;60 a 64;2
3517703;2024;Mulheres;65 a 69;14
3517703;2024;Mulheres;70 a 74;8
3517703;2024;Mulheres;75 a 79;5
3517703;2024;Mulheres;80 a 84;7
3517703;2024;Mulheres;85 a 89;6
3517703;2024;Mulheres;90 e mais;5
3517703;2024;Mulheres;Idade Ignorada;0
3517802;2024;Mulheres;00 a 04;0
3517802;2024;Mulheres;05 a 09;0
3517802;2024;Mulheres;10 a 14;0
3517802;2024;Mulheres;15 a 19;0
3517802;2024;Mulheres;20 a 24;0
3517802;2024;Mulheres;25 a 29;0
3517802;2024;Mulheres;30 a 34;0
3517802;2024;Mulheres;35 a 39;0
3517802;2024;Mulheres;40 a 44;1
3517802;2024;Mulheres;45 a 49;1
3517802;2024;Mulheres;50 a 54;2
3517802;2024;Mulheres;55 a 59;1
3517802;2024;Mulheres;60 a 64;2
3517802;2024;Mulheres;65 a 69;3
3517802;2024;Mulheres;70 a 74;1
3517802;2024;Mulheres;75 a 79;7
3517802;2024;Mulheres;80 a 84;6
3517802;2024;Mulheres;85 a 89;8
3517802;2024;Mulheres;90 e mais;3
3517802;2024;Mulheres;Idade Ignorada;0
3517901;2024;Mulheres;00 a 04;2
3517901;2024;Mulheres;05 a 09;1
3517901;2024;Mulheres;10 a 14;0
3517901;2024;Mulheres;15 a 19;0
3517901;2024;Mulheres;20 a 24;0
3517901;2024;Mulheres;25 a 29;1
3517901;2024;Mulheres;30 a 34;1
3517901;2024;Mulheres;35 a 39;0
3517901;2024;Mulheres;40 a 44;2
3517901;2024;Mulheres;45 a 49;0
3517901;2024;Mulheres;50 a 54;2
3517901;2024;Mulheres;55 a 59;2
3517901;2024;Mulheres;60 a 64;2
3517901;2024;Mulheres;65 a 69;4
3517901;2024;Mulheres;70 a 74;4
3517901;2024;Mulheres;75 a 79;7
3517901;2024;Mulheres;80 a 84;4
3517901;2024;Mulheres;85 a 89;5
3517901;2024;Mulheres;90 e mais;6
3517901;2024;Mulheres;Idade Ignorada;0
3518008;2024;Mulheres;00 a 04;0
3518008;2024;Mulheres;05 a 09;0
3518008;2024;Mulheres;10 a 14;0
3518008;2024;Mulheres;15 a 19;0
3518008;2024;Mulheres;20 a 24;0
3518008;2024;Mulheres;25 a 29;0
3518008;2024;Mulheres;30 a 34;0
3518008;2024;Mulheres;35 a 39;0
3518008;2024;Mulheres;40 a 44;1
3518008;2024;Mulheres;45 a 49;0
3518008;2024;Mulheres;50 a 54;0
3518008;2024;Mulheres;55 a 59;2
3518008;2024;Mulheres;60 a 64;1
3518008;2024;Mulheres;65 a 69;1
3518008;2024;Mulheres;70 a 74;0
3518008;2024;Mulheres;75 a 79;1
3518008;2024;Mulheres;80 a 84;2
3518008;2024;Mulheres;85 a 89;0
3518008;2024;Mulheres;90 e mais;0
3518008;2024;Mulheres;Idade Ignorada;0
3518206;2024;Mulheres;00 a 04;2
3518206;2024;Mulheres;05 a 09;0
3518206;2024;Mulheres;10 a 14;0
3518206;2024;Mulheres;15 a 19;0
3518206;2024;Mulheres;20 a 24;1
3518206;2024;Mulheres;25 a 29;0
3518206;2024;Mulheres;30 a 34;1
3518206;2024;Mulheres;35 a 39;2
3518206;2024;Mulheres;40 a 44;1
3518206;2024;Mulheres;45 a 49;4
3518206;2024;Mulheres;50 a 54;4
3518206;2024;Mulheres;55 a 59;7
3518206;2024;Mulheres;60 a 64;15
3518206;2024;Mulheres;65 a 69;10
3518206;2024;Mulheres;70 a 74;14
3518206;2024;Mulheres;75 a 79;15
3518206;2024;Mulheres;80 a 84;13
3518206;2024;Mulheres;85 a 89;13
3518206;2024;Mulheres;90 e mais;20
3518206;2024;Mulheres;Idade Ignorada;0
3518305;2024;Mulheres;00 a 04;2
3518305;2024;Mulheres;05 a 09;0
3518305;2024;Mulheres;10 a 14;0
3518305;2024;Mulheres;15 a 19;1
3518305;2024;Mulheres;20 a 24;0
3518305;2024;Mulheres;25 a 29;2
3518305;2024;Mulheres;30 a 34;2
3518305;2024;Mulheres;35 a 39;1
3518305;2024;Mulheres;40 a 44;2
3518305;2024;Mulheres;45 a 49;4
3518305;2024;Mulheres;50 a 54;5
3518305;2024;Mulheres;55 a 59;2
3518305;2024;Mulheres;60 a 64;11
3518305;2024;Mulheres;65 a 69;9
3518305;2024;Mulheres;70 a 74;13
3518305;2024;Mulheres;75 a 79;13
3518305;2024;Mulheres;80 a 84;16
3518305;2024;Mulheres;85 a 89;11
3518305;2024;Mulheres;90 e mais;24
3518305;2024;Mulheres;Idade Ignorada;0
3518404;2024;Mulheres;00 a 04;6
3518404;2024;Mulheres;05 a 09;0
3518404;2024;Mulheres;10 a 14;0
3518404;2024;Mulheres;15 a 19;2
3518404;2024;Mulheres;20 a 24;0
3518404;2024;Mulheres;25 a 29;3
3518404;2024;Mulheres;30 a 34;3
3518404;2024;Mulheres;35 a 39;7
3518404;2024;Mulheres;40 a 44;20
3518404;2024;Mulheres;45 a 49;9
3518404;2024;Mulheres;50 a 54;19
3518404;2024;Mulheres;55 a 59;22
3518404;2024;Mulheres;60 a 64;44
3518404;2024;Mulheres;65 a 69;55
3518404;2024;Mulheres;70 a 74;76
3518404;2024;Mulheres;75 a 79;56
3518404;2024;Mulheres;80 a 84;64
3518404;2024;Mulheres;85 a 89;70
3518404;2024;Mulheres;90 e mais;84
3518404;2024;Mulheres;Idade Ignorada;0
3518503;2024;Mulheres;00 a 04;0
3518503;2024;Mulheres;05 a 09;0
3518503;2024;Mulheres;10 a 14;0
3518503;2024;Mulheres;15 a 19;0
3518503;2024;Mulheres;20 a 24;1
3518503;2024;Mulheres;25 a 29;1
3518503;2024;Mulheres;30 a 34;0
3518503;2024;Mulheres;35 a 39;1
3518503;2024;Mulheres;40 a 44;1
3518503;2024;Mulheres;45 a 49;0
3518503;2024;Mulheres;50 a 54;0
3518503;2024;Mulheres;55 a 59;2
3518503;2024;Mulheres;60 a 64;2
3518503;2024;Mulheres;65 a 69;6
3518503;2024;Mulheres;70 a 74;5
3518503;2024;Mulheres;75 a 79;5
3518503;2024;Mulheres;80 a 84;6
3518503;2024;Mulheres;85 a 89;6
3518503;2024;Mulheres;90 e mais;5
3518503;2024;Mulheres;Idade Ignorada;0
3518701;2024;Mulheres;00 a 04;24
3518701;2024;Mulheres;05 a 09;5
3518701;2024;Mulheres;10 a 14;1
3518701;2024;Mulheres;15 a 19;7
3518701;2024;Mulheres;20 a 24;10
3518701;2024;Mulheres;25 a 29;7
3518701;2024;Mulheres;30 a 34;10
3518701;2024;Mulheres;35 a 39;15
3518701;2024;Mulheres;40 a 44;29
3518701;2024;Mulheres;45 a 49;49
3518701;2024;Mulheres;50 a 54;45
3518701;2024;Mulheres;55 a 59;65
3518701;2024;Mulheres;60 a 64;113
3518701;2024;Mulheres;65 a 69;115
3518701;2024;Mulheres;70 a 74;124
3518701;2024;Mulheres;75 a 79;122
3518701;2024;Mulheres;80 a 84;123
3518701;2024;Mulheres;85 a 89;102
3518701;2024;Mulheres;90 e mais;132
3518701;2024;Mulheres;Idade Ignorada;0
3518800;2024;Mulheres;00 a 04;111
3518800;2024;Mulheres;05 a 09;14
3518800;2024;Mulheres;10 a 14;10
3518800;2024;Mulheres;15 a 19;26
3518800;2024;Mulheres;20 a 24;45
3518800;2024;Mulheres;25 a 29;47
3518800;2024;Mulheres;30 a 34;59
3518800;2024;Mulheres;35 a 39;83
3518800;2024;Mulheres;40 a 44;129
3518800;2024;Mulheres;45 a 49;145
3518800;2024;Mulheres;50 a 54;214
3518800;2024;Mulheres;55 a 59;264
3518800;2024;Mulheres;60 a 64;385
3518800;2024;Mulheres;65 a 69;458
3518800;2024;Mulheres;70 a 74;527
3518800;2024;Mulheres;75 a 79;553
3518800;2024;Mulheres;80 a 84;542
3518800;2024;Mulheres;85 a 89;445
3518800;2024;Mulheres;90 e mais;509
3518800;2024;Mulheres;Idade Ignorada;0
3518859;2024;Mulheres;00 a 04;1
3518859;2024;Mulheres;05 a 09;0
3518859;2024;Mulheres;10 a 14;0
3518859;2024;Mulheres;15 a 19;0
3518859;2024;Mulheres;20 a 24;1
3518859;2024;Mulheres;25 a 29;0
3518859;2024;Mulheres;30 a 34;1
3518859;2024;Mulheres;35 a 39;1
3518859;2024;Mulheres;40 a 44;1
3518859;2024;Mulheres;45 a 49;0
3518859;2024;Mulheres;50 a 54;1
3518859;2024;Mulheres;55 a 59;2
3518859;2024;Mulheres;60 a 64;1
3518859;2024;Mulheres;65 a 69;1
3518859;2024;Mulheres;70 a 74;2
3518859;2024;Mulheres;75 a 79;2
3518859;2024;Mulheres;80 a 84;2
3518859;2024;Mulheres;85 a 89;2
3518859;2024;Mulheres;90 e mais;2
3518859;2024;Mulheres;Idade Ignorada;0
3518909;2024;Mulheres;00 a 04;0
3518909;2024;Mulheres;05 a 09;0
3518909;2024;Mulheres;10 a 14;0
3518909;2024;Mulheres;15 a 19;0
3518909;2024;Mulheres;20 a 24;0
3518909;2024;Mulheres;25 a 29;0
3518909;2024;Mulheres;30 a 34;0
3518909;2024;Mulheres;35 a 39;1
3518909;2024;Mulheres;40 a 44;0
3518909;2024;Mulheres;45 a 49;0
3518909;2024;Mulheres;50 a 54;0
3518909;2024;Mulheres;55 a 59;0
3518909;2024;Mulheres;60 a 64;3
3518909;2024;Mulheres;65 a 69;0
3518909;2024;Mulheres;70 a 74;0
3518909;2024;Mulheres;75 a 79;3
3518909;2024;Mulheres;80 a 84;4
3518909;2024;Mulheres;85 a 89;3
3518909;2024;Mulheres;90 e mais;0
3518909;2024;Mulheres;Idade Ignorada;0
3519055;2024;Mulheres;00 a 04;2
3519055;2024;Mulheres;05 a 09;1
3519055;2024;Mulheres;10 a 14;0
3519055;2024;Mulheres;15 a 19;0
3519055;2024;Mulheres;20 a 24;0
3519055;2024;Mulheres;25 a 29;0
3519055;2024;Mulheres;30 a 34;0
3519055;2024;Mulheres;35 a 39;1
3519055;2024;Mulheres;40 a 44;2
3519055;2024;Mulheres;45 a 49;2
3519055;2024;Mulheres;50 a 54;6
3519055;2024;Mulheres;55 a 59;1
3519055;2024;Mulheres;60 a 64;1
3519055;2024;Mulheres;65 a 69;3
3519055;2024;Mulheres;70 a 74;10
3519055;2024;Mulheres;75 a 79;2
3519055;2024;Mulheres;80 a 84;7
3519055;2024;Mulheres;85 a 89;6
3519055;2024;Mulheres;90 e mais;6
3519055;2024;Mulheres;Idade Ignorada;0
3519071;2024;Mulheres;00 a 04;14
3519071;2024;Mulheres;05 a 09;2
3519071;2024;Mulheres;10 a 14;2
3519071;2024;Mulheres;15 a 19;3
3519071;2024;Mulheres;20 a 24;9
3519071;2024;Mulheres;25 a 29;4
3519071;2024;Mulheres;30 a 34;10
3519071;2024;Mulheres;35 a 39;6
3519071;2024;Mulheres;40 a 44;15
3519071;2024;Mulheres;45 a 49;22
3519071;2024;Mulheres;50 a 54;23
3519071;2024;Mulheres;55 a 59;38
3519071;2024;Mulheres;60 a 64;51
3519071;2024;Mulheres;65 a 69;70
3519071;2024;Mulheres;70 a 74;63
3519071;2024;Mulheres;75 a 79;72
3519071;2024;Mulheres;80 a 84;84
3519071;2024;Mulheres;85 a 89;69
3519071;2024;Mulheres;90 e mais;63
3519071;2024;Mulheres;Idade Ignorada;0
3519105;2024;Mulheres;00 a 04;0
3519105;2024;Mulheres;05 a 09;0
3519105;2024;Mulheres;10 a 14;0
3519105;2024;Mulheres;15 a 19;0
3519105;2024;Mulheres;20 a 24;0
3519105;2024;Mulheres;25 a 29;0
3519105;2024;Mulheres;30 a 34;0
3519105;2024;Mulheres;35 a 39;1
3519105;2024;Mulheres;40 a 44;0
3519105;2024;Mulheres;45 a 49;2
3519105;2024;Mulheres;50 a 54;3
3519105;2024;Mulheres;55 a 59;4
3519105;2024;Mulheres;60 a 64;3
3519105;2024;Mulheres;65 a 69;6
3519105;2024;Mulheres;70 a 74;4
3519105;2024;Mulheres;75 a 79;4
